Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	QF	SF	Tot
Apeness, Michael															1	-									1
Ballantyne, Hayden	1	1	-	1	-		2	1	2	1	1	1	2	-	1	3		1	2		4	1	1		26
Barlow, Michael	-	1					-	-	2	2	-	1	1	-	-	-	-	1	-	1		-	-	-	9
Clarke, Zac				1	-	-	-	1	1	2	2	-	-	2	-	-	-	-	1	-	-	-	-	-	10
Crowley, Ryan	-	-	2	-	-	-	-	-	-	-	1	-	1	-	-	-	-	1	-	-	-	-	-	-	5
Crozier, Hayden			1	1		-	1	-											-	2	-	1	-	-	6
Dawson, Zac	-	-		-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Duffield, Paul	-	1	-	-	-	-	-	-	-	-	1	-	-	1	-	-	-	-	-	-	-	-	1	-	4
Duffy, Max																			1	-					1
Fyfe, Nat	1	1			-	-	1	-	1	1	1	1	1	-	1	-	-	-	-	-			-	1	10
Griffin, Jonathon																	-								
Hannath, Jack	-	-	1																						1
Hill, Stephen	1	-	-	-	1	1		-	1	-	1	-	-	1				-	1	1	1	-	-	2	11
Ibbotson, Garrick			-							-	-	-	1	-	-			1			-	-	-	1	3
Johnson, Michael	-	-	-	-	-	1	-	-	-	-	-					1	-	-	-	-	-	-			2
Mayne, Chris	2	-	-		-	-	-	2	-	1	1	1	1	-	-	1	-	-	-	-	-	-	1	1	11
McPharlin, Luke	-	-	-	-	-	-	-			-	-				-		-	-	-						
Morabito, Anthony															1	-	-								1
Mundy, David	-	-	1	-	1	1	-	2	-	-	1	-	1	-	-	-	-	1	2	-	1	-	-	1	12
Mzungu, Tendai	-	-	1	-	-	-	1	1	2	-	2	-	-	1	-	-	-	-		-	1	-	-	-	9
Neale, Lachie	-		1	-	1	-	-	-	-	1	-	-	-	2	-	-	-	-	-	-	2	1	1	1	10
Pavlich, Matthew	4	1	1	1	1	1	-	1	3	-	3	-	2	-		1	-	-	1	1		1	1	3	26
Pearce, Clancee				-	-	1	1	-					-	-	-	-									2
Pearce, Danyle	1	-	1	1	-	2	-	-	1	3	-	-	-	2	1	1	1	2	1	-	1	-	-	-	18
Sandilands, Aaron	-	-	-	-	-	-	-	-	1	-	1	-	-	-	-	-		-	1	-	-	2	1	-	6
Sheridan, Tom	-	1	-			-			-	-	-	1													2
Silvagni, Alex								-	-			-	-							-	-		-		
Simpson, Josh				-																					
Spurr, Lee	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Suban, Nick		2	-	-	-	1	-	1	1	-	-	-	-	1	-	-	-	1	-		1	-		1	9
Sutcliffe, Cameron	-	-	-	-	-	1	-	-	-	-	1	1	-	-	1	1	-	-	-	-	-	-	-	-	5
Sylvia, Colin												-	1	-	1	1	-								3
Taberner, Matthew				-	-									-			1			-	2	1	1	1	6
Walters, Michael	2	5	-																	-	2	-	1	3	13
de Boer, Matthew	-	-	-	-	-	-	-	-	-								-	1	-		-			1	2
Totals	12	13	9	5	4	9	6	9	15	11	16	6	11	10	7	9	2	9	10	5	15	7	8	16	224
Opponent	CW	GC	HW	ES	SY	NM	WC	PA	GE	WB	AD	RI	BL	WC	ME	GW	SK	CA	GE	HW	BL	PA	SY	PA	
